temperature,vibration,pressure,current,rpm,humidity,voltage,acoustic_emission,remaining_useful_life,fault_severity
68.06,1.78,4.112,11.56,1459.4,78.4,396.1,47.8,430.4,0
70.98,4.159,4.528,11.61,1488.9,37.5,395.9,46.7,355.3,0
67.72,1.465,4.884,10.55,1495.4,73.7,398.3,44.8,388.7,0
64.92,1.677,4.154,12.46,1479.1,64.0,398.5,50.6,457.0,0
66.4,2.066,5.055,11.86,1484.2,46.1,397.4,48.0,417.3,0
75.21,4.952,3.975,,1486.2,60.9,395.9,61.0,147.9,1
74.23,2.997,4.597,11.38,1515.0,59.9,396.4,49.6,360.5,0
71.28,1.235,4.775,12.98,1508.5,82.0,399.2,54.6,419.5,0
60.87,2.812,5.253,10.55,1492.8,47.5,397.7,48.0,390.9,0
74.74,5.656,,15.63,1408.3,36.5,400.3,59.0,203.1,1
80.97,5.313,4.071,16.98,1434.7,56.4,400.2,58.0,160.9,1
61.78,2.658,4.429,12.58,1483.0,51.1,401.9,54.1,388.1,0
66.22,2.459,4.011,10.08,1488.7,40.1,401.4,48.0,422.4,0
99.66,9.888,,18.61,1404.9,86.0,390.7,81.0,81.8,2
100.37,7.617,2.984,23.78,1423.3,73.5,392.5,83.2,97.3,2
72.22,1.977,4.956,12.86,1499.4,63.1,398.7,42.4,378.1,0
69.17,2.253,4.269,12.47,1494.6,53.9,402.0,48.4,425.2,0
100.44,9.586,2.848,22.72,1377.8,63.8,390.4,73.8,0.0,2
91.47,7.117,3.556,20.86,1357.5,51.0,390.8,76.7,140.7,2
83.95,6.235,4.166,13.84,1453.0,48.2,394.5,63.2,69.9,1
67.93,1.687,4.66,11.88,1481.4,59.7,400.8,50.0,419.4,0
99.52,9.246,2.756,17.74,1397.7,54.8,391.8,78.5,75.5,2
76.4,6.008,3.965,14.72,1453.1,56.5,400.6,69.5,142.2,1
57.38,1.764,4.576,11.5,1470.0,46.4,397.4,50.4,425.7,0
66.47,2.26,,13.21,1473.1,76.4,398.7,49.6,380.4,0
73.68,3.164,4.325,11.88,1481.5,59.8,399.4,46.5,391.4,0
85.0,4.96,3.528,14.2,1441.5,46.9,399.6,60.9,180.6,1
83.55,6.319,3.849,16.37,1437.9,44.0,400.0,63.6,150.3,1
78.67,4.119,3.841,18.64,1437.2,59.1,396.5,59.7,195.7,1
66.25,3.01,4.281,13.51,1496.5,67.6,398.6,47.2,391.1,0
78.22,5.335,4.401,15.52,1487.8,57.7,399.8,59.5,0.0,1
76.87,4.805,3.548,15.38,1448.7,55.2,399.7,64.8,132.8,1
85.2,5.572,4.022,16.04,1445.3,59.3,399.1,59.2,88.2,1
72.05,2.561,4.754,12.4,1476.3,57.7,403.7,51.4,453.7,0
64.4,2.315,4.793,,1476.3,65.4,395.5,48.6,410.9,0
67.95,2.121,4.384,12.21,1484.5,32.3,398.7,50.3,397.3,0
62.78,1.607,4.62,10.99,1470.2,46.8,397.4,54.5,439.0,0
72.75,1.585,5.071,13.86,1470.6,36.0,401.9,50.8,378.2,0
99.7,10.427,3.599,21.54,1350.9,53.5,393.4,72.7,27.4,2
68.17,3.095,4.911,11.99,1475.5,54.1,399.6,50.2,437.6,0
62.34,3.235,4.256,11.54,1472.9,62.0,395.8,54.8,440.7,0
64.81,2.307,4.131,13.8,1472.9,58.2,398.0,52.6,406.6,0
62.83,1.057,4.471,10.66,1474.7,66.8,398.3,47.4,416.0,0
91.15,8.136,2.98,24.29,1358.8,67.4,392.0,76.4,0.0,2
64.07,1.62,5.196,11.5,1490.8,53.9,396.4,46.0,356.1,0
99.09,10.636,3.335,18.38,1414.7,73.1,390.5,88.8,0.0,2
84.0,5.666,,17.12,1412.1,66.8,398.8,63.7,128.7,1
61.08,2.743,4.285,13.27,1476.6,36.7,399.8,49.9,314.9,0
68.36,2.616,,14.11,1499.5,50.9,403.2,48.8,462.3,0
66.01,0.45,4.815,11.32,1448.4,60.5,398.3,47.1,396.7,0
73.41,5.687,3.823,14.71,1426.3,56.8,396.5,64.0,125.8,1
80.54,5.299,4.036,15.78,1477.3,65.0,400.1,56.9,165.7,1
69.6,2.835,5.003,10.42,1481.6,45.7,398.4,55.9,369.6,0
96.75,9.509,3.52,19.51,1389.5,72.9,393.8,84.4,20.2,2
61.26,2.569,4.273,14.58,1479.5,68.5,397.7,50.8,367.9,0
94.14,8.542,3.414,22.4,1406.6,62.1,393.6,81.8,17.9,2
75.29,2.669,4.802,13.94,1474.5,48.9,397.9,52.2,398.5,0
75.24,5.489,4.002,16.09,1441.8,59.1,397.5,66.1,158.4,1
63.95,2.886,4.547,13.26,1501.8,53.3,397.6,49.8,396.2,0
69.42,2.339,4.446,14.16,1500.8,42.7,398.4,48.9,380.0,0
96.34,9.72,2.854,19.52,1403.9,57.5,390.6,77.3,35.2,2
77.26,5.02,4.475,16.13,1458.3,61.9,397.9,69.7,124.9,1
65.14,3.361,4.392,10.51,1439.0,60.1,399.4,48.6,450.2,0
105.03,9.851,3.781,23.52,1364.5,64.8,391.0,81.0,0.0,2
73.4,4.643,4.452,15.06,1458.3,61.1,400.7,60.7,119.3,1
88.17,9.755,3.404,,1350.0,49.3,390.2,80.3,54.4,2
69.47,2.138,4.957,9.21,1488.0,42.0,399.2,44.1,421.3,0
87.8,8.537,2.986,20.86,1385.8,57.3,386.7,84.7,10.8,2
73.98,1.101,4.704,11.68,1453.0,37.1,400.5,45.4,333.7,0
68.37,0.995,4.045,10.94,1481.5,43.0,398.9,46.2,428.8,0
72.64,2.813,4.112,11.47,1468.6,59.9,400.0,45.8,404.3,0
97.47,8.674,3.113,21.69,1396.8,57.4,394.1,76.3,27.2,2
59.4,2.034,4.596,11.05,1475.9,52.3,398.1,48.4,385.3,0
63.51,2.632,4.754,12.93,1468.5,50.2,393.6,45.5,399.9,0
63.78,2.217,4.512,11.83,1448.4,47.0,399.2,41.9,339.1,0
73.39,2.511,4.802,14.15,1452.0,48.7,399.5,51.7,421.5,0
80.72,5.71,3.739,16.94,1447.2,84.4,401.9,61.7,90.7,1
79.36,5.372,3.976,15.89,1447.7,61.0,399.8,57.3,152.5,1
95.98,9.617,3.041,21.07,1387.5,61.3,393.0,74.9,40.3,2
72.97,2.417,4.467,11.23,1494.9,40.2,402.7,49.1,379.4,0
77.41,4.784,,15.08,1431.6,51.7,398.3,55.4,161.3,1
95.92,8.04,2.784,18.96,1406.1,69.1,388.3,81.6,58.1,2
61.77,2.254,5.066,12.71,1473.4,49.5,399.5,50.9,322.3,0
67.71,3.047,4.628,11.63,1483.4,41.5,399.0,49.7,359.7,0
64.48,6.904,,17.16,1449.1,66.9,398.0,64.5,130.6,1
75.08,5.361,4.071,14.66,1443.1,44.6,396.2,64.0,124.5,1
55.12,3.035,4.643,13.55,1479.8,40.9,401.4,54.7,414.5,0
65.6,1.282,3.962,12.41,1481.2,49.9,402.1,42.7,398.8,0
75.83,1.766,4.25,8.25,1497.5,58.3,400.8,49.0,383.8,0
79.71,3.791,4.38,15.36,1446.1,56.8,398.2,60.8,103.5,1
61.74,2.711,4.158,10.86,1475.6,46.0,403.0,44.6,330.4,0
78.01,1.927,4.332,12.44,1457.8,48.8,402.0,45.5,409.2,0
64.21,3.727,5.086,15.15,1450.1,72.9,401.5,49.4,340.0,0
63.23,3.324,4.252,12.94,1502.6,58.4,401.0,47.4,460.7,0
77.69,5.621,4.333,14.05,1430.1,44.8,399.2,57.9,104.0,1
64.5,2.225,4.443,8.41,1465.4,39.6,401.9,49.8,413.9,0
98.07,9.368,3.047,23.4,1415.8,41.3,389.7,71.5,41.8,2
61.78,3.314,4.335,12.3,1465.8,58.6,404.6,45.7,351.0,0
64.89,1.406,4.123,11.76,1451.3,45.8,401.3,51.4,451.0,0
65.11,1.948,4.376,14.25,1451.9,58.4,399.5,49.3,429.6,0
70.05,2.007,4.011,11.67,1479.8,59.5,395.9,46.5,381.5,0
91.99,10.819,3.884,22.93,1401.1,54.3,391.8,77.7,54.7,2
85.1,6.3,4.465,14.95,1473.6,44.2,398.0,57.0,144.0,1
83.85,5.412,4.165,12.64,1447.5,42.8,398.9,56.9,107.0,1
61.97,2.169,4.652,12.44,1492.2,64.1,401.1,51.2,384.0,0
77.16,5.871,4.256,16.24,1430.1,54.1,397.7,67.1,103.4,1
98.79,9.99,2.916,18.69,1396.2,52.2,391.0,75.8,0.0,2
98.41,9.179,2.376,20.9,1402.6,46.2,392.4,78.6,99.5,2
84.91,5.429,4.252,14.91,1428.7,62.5,396.6,53.3,105.1,1
67.76,2.515,3.935,9.65,1473.3,50.2,399.8,56.3,456.6,0
60.51,4.988,4.818,9.6,1501.6,64.8,393.9,51.2,437.5,0
62.23,1.737,4.124,11.48,1504.1,55.5,400.6,44.1,333.2,0
60.16,2.971,5.049,11.91,1514.6,67.8,395.9,51.8,464.4,0
71.1,5.254,3.474,13.85,1425.1,61.6,395.3,72.5,79.3,1
70.54,1.845,4.069,11.09,1481.7,65.7,400.7,47.6,358.1,0
75.05,2.171,4.869,13.49,1469.6,51.1,397.4,50.9,345.4,0
107.02,9.017,3.142,20.64,1423.5,69.2,395.5,73.9,94.5,2
65.62,2.087,4.699,13.54,1484.1,71.5,401.4,48.2,428.1,0
67.45,3.373,4.936,9.83,1475.7,53.5,397.8,45.6,417.9,0
69.24,1.381,3.86,12.54,1488.0,57.8,400.7,46.7,386.8,0
66.5,1.893,4.331,11.39,1480.5,67.7,400.6,42.2,414.7,0
56.93,2.901,5.042,12.2,1478.6,67.7,396.2,38.2,413.2,0
74.61,4.756,3.859,16.73,1453.2,58.0,398.2,60.5,210.6,1
77.83,6.548,4.091,14.39,1437.8,70.7,395.3,72.3,168.5,1
96.04,9.292,3.033,20.38,1382.0,35.9,391.1,74.8,13.0,2
86.54,7.914,2.76,20.99,1364.0,59.4,394.4,84.4,80.3,2
67.79,2.898,4.196,12.58,1483.8,61.1,396.1,44.6,396.6,0
93.19,8.68,2.778,21.27,1389.7,73.0,393.1,79.1,4.0,2
76.49,2.32,4.485,11.93,1463.1,43.9,398.3,46.0,410.6,0
74.57,2.983,3.939,12.35,1481.6,47.7,400.7,49.7,416.8,0
61.54,2.477,3.603,12.64,1453.3,66.7,401.8,51.2,407.4,0
66.97,1.581,4.54,10.55,1454.7,53.2,399.9,51.1,415.9,0
78.84,4.626,4.102,15.03,1470.2,45.3,401.0,59.6,174.3,1
70.2,1.439,4.211,15.06,1435.0,55.6,401.2,44.3,448.9,0
80.57,6.281,4.304,15.83,1428.9,48.5,397.1,63.6,118.1,1
77.63,3.272,3.829,12.45,1499.9,31.0,400.4,42.7,313.7,0
61.49,3.687,4.268,12.74,1503.2,51.0,400.6,50.4,442.1,0
97.85,10.045,3.541,22.68,1389.0,56.5,397.3,78.4,68.1,2
77.07,4.981,4.185,13.44,1508.7,63.2,398.0,64.7,90.2,1
64.9,2.841,4.714,13.65,1500.6,40.7,400.9,50.6,461.5,0
67.9,1.774,4.622,11.63,1476.5,57.6,402.2,43.6,444.9,0
54.39,2.978,4.612,11.15,1480.1,63.6,398.7,51.2,386.2,0
77.31,5.561,4.609,17.28,1449.3,54.2,396.8,58.0,165.2,1
67.28,5.01,4.429,,1501.2,61.0,403.6,56.6,385.7,0
93.6,10.872,2.974,21.74,1426.0,58.4,392.7,82.5,14.9,2
62.63,2.305,4.752,12.36,1445.1,48.0,398.8,48.8,387.9,0
71.22,5.46,4.158,14.62,1442.5,53.3,401.0,65.9,40.2,1
64.48,2.832,4.286,12.78,1486.8,37.9,401.4,45.0,367.4,0
92.1,9.895,3.253,20.13,1350.7,48.9,396.2,82.0,51.5,2
86.77,10.112,2.992,18.25,1390.3,45.7,389.3,77.9,72.7,2
59.73,2.232,4.363,10.81,1491.6,63.1,405.4,48.8,416.7,0
86.16,8.459,3.757,22.42,1375.0,65.6,393.2,72.2,79.3,2
70.68,5.093,4.151,15.17,1436.3,41.1,396.1,55.4,203.9,1
61.95,2.053,4.837,12.23,1476.1,64.6,400.7,44.7,381.4,0
66.82,2.089,4.575,,1490.4,44.7,399.1,47.4,436.4,0
70.27,1.898,4.245,11.51,1454.7,53.9,402.8,52.8,327.4,0
100.54,8.248,2.981,20.91,1398.0,52.0,393.3,73.4,0.0,2
89.15,8.203,3.185,20.67,1365.4,55.8,390.5,79.3,0.0,2
65.3,1.866,4.376,12.03,1444.1,45.6,401.4,47.3,419.9,0
67.24,2.679,4.168,12.28,1490.1,75.5,400.2,46.5,388.0,0
56.99,1.995,4.747,12.58,1451.9,71.7,401.2,50.3,413.0,0
65.48,1.933,4.605,10.17,1452.1,50.9,395.3,44.8,419.9,0
70.95,2.581,4.785,11.92,1489.6,65.9,398.7,44.4,392.3,0
62.36,2.735,4.467,10.68,1453.0,47.3,401.6,50.7,368.0,0
72.06,2.326,4.445,12.19,1468.8,73.0,400.2,44.9,415.0,0
70.53,4.43,4.355,11.09,1452.4,53.9,399.1,52.6,312.3,0
74.54,5.984,3.747,14.69,1428.4,59.3,397.2,63.6,113.0,1
101.09,9.143,2.736,19.27,1384.9,47.4,393.4,82.6,17.6,2
64.61,2.495,4.619,11.23,1481.9,77.0,399.2,47.3,325.1,0
94.76,9.89,3.287,19.31,1387.1,64.9,390.7,85.6,63.1,2
84.64,6.155,3.898,14.5,1439.5,62.4,400.1,60.4,148.6,1
61.35,3.124,4.325,9.78,1484.7,45.9,399.1,44.4,388.0,0
76.06,5.506,4.251,12.4,1443.1,59.4,398.0,61.6,151.3,1
61.81,3.276,4.318,11.78,1468.8,45.8,405.1,45.4,380.0,0
70.93,2.063,4.559,10.68,1490.7,51.3,399.8,50.5,336.5,0
63.19,2.712,4.046,10.51,1494.9,56.8,400.5,44.5,418.3,0
74.37,2.828,5.069,12.53,1514.3,48.5,405.4,52.1,350.9,0
63.53,2.124,4.721,12.07,1487.2,46.1,400.0,46.0,375.3,0
54.01,2.415,4.787,13.14,1502.4,31.9,400.0,53.4,360.5,0
75.15,4.964,3.946,15.27,1496.9,40.0,401.4,57.6,123.5,1
59.29,2.885,4.866,10.22,1482.7,70.5,403.5,48.0,304.4,0
95.22,10.336,2.946,23.8,1381.4,46.7,391.9,76.3,10.3,2
64.8,2.344,3.954,15.02,1474.1,58.4,399.9,46.4,421.3,0
79.98,4.806,3.887,15.77,1457.0,68.2,398.8,56.3,104.9,1
61.74,2.288,,11.28,1437.9,76.8,399.9,45.1,332.0,0
60.48,2.756,4.387,9.01,1469.0,64.7,400.2,43.7,323.0,0
65.73,3.779,5.017,13.07,1457.6,65.8,397.7,47.5,412.2,0
81.08,6.685,3.564,15.04,1437.9,33.1,398.0,62.3,151.0,1
94.97,9.268,3.583,18.77,1360.1,66.1,390.7,81.2,0.0,2
90.23,9.052,,20.62,1394.4,44.0,390.5,82.6,91.0,2
86.56,5.061,3.741,14.68,1427.5,56.1,398.1,57.3,148.0,1
71.2,4.243,3.975,17.49,1440.1,56.2,395.7,61.3,179.4,1
77.16,5.293,3.475,17.59,1416.2,42.3,396.6,66.3,171.2,1
96.87,9.19,3.517,19.36,1360.3,64.0,393.9,73.9,0.0,2
65.07,1.395,4.182,12.82,1470.0,31.2,402.5,45.6,379.7,0
60.01,2.587,4.988,12.57,1464.8,69.4,396.5,47.7,346.0,0
67.26,1.978,4.489,14.08,1507.2,48.3,400.0,48.7,402.5,0
82.36,5.469,4.465,16.93,1456.6,55.6,401.0,63.1,251.2,1
60.77,1.185,4.231,12.37,1486.5,57.6,398.5,45.8,416.7,0
72.38,2.238,4.628,11.84,1502.4,41.5,397.5,42.8,392.3,0
72.9,1.628,4.874,10.24,1481.7,53.9,397.0,47.8,356.7,0
79.64,6.075,3.977,17.98,1452.0,43.4,400.6,62.1,189.8,1
55.55,2.189,4.532,12.29,1452.5,48.6,400.0,49.3,363.5,0
61.54,2.884,,7.23,1494.0,53.4,398.1,47.3,414.7,0
64.1,2.979,4.708,12.08,1469.8,62.7,403.0,48.0,382.0,0
72.57,2.569,4.261,11.37,1490.1,71.9,403.6,44.3,473.9,0
64.81,2.622,4.567,12.45,1463.7,51.4,397.0,51.8,327.0,0
67.07,2.355,4.709,13.77,1461.4,73.8,406.2,49.8,338.8,0
86.2,10.39,3.816,21.43,1418.0,51.0,389.9,80.9,0.7,2
79.91,5.06,4.044,17.47,1469.1,57.0,397.4,55.2,205.0,1
70.94,3.128,4.316,11.79,1471.3,56.5,398.3,43.3,343.1,0
82.88,5.693,3.447,15.71,1442.3,48.5,400.8,60.6,145.3,1
64.67,4.067,4.796,12.26,1477.1,59.0,397.9,42.1,405.1,0
65.96,2.414,4.045,14.42,1492.9,46.1,399.3,52.5,383.0,0
65.33,1.703,4.569,13.28,1501.8,69.8,399.3,52.9,360.5,0
88.28,9.767,2.689,20.7,1407.4,58.6,392.9,77.2,14.7,2
67.27,2.973,,13.91,1489.1,55.3,400.2,55.3,411.0,0
74.5,2.519,4.906,11.27,1486.0,55.3,399.9,49.6,439.7,0
65.66,1.642,4.442,11.48,1491.7,61.4,400.9,43.0,356.5,0
66.65,2.398,4.681,13.61,1460.7,49.3,400.7,46.4,367.7,0
72.48,5.505,4.255,14.99,1450.3,66.8,396.6,60.0,131.7,1
61.22,3.572,3.74,13.27,1480.1,68.4,403.3,38.5,472.2,0
69.99,2.801,4.288,9.75,1500.6,49.1,399.6,38.4,386.4,0
65.15,2.517,4.59,,1494.8,48.5,402.5,40.7,447.5,0
65.43,2.449,4.381,10.38,1510.8,57.7,400.3,47.2,431.9,0
68.97,2.531,4.411,11.11,1479.9,53.7,397.8,45.1,385.0,0
60.86,1.86,4.872,11.31,1503.7,46.2,400.8,45.2,317.6,0
63.88,2.287,4.768,10.93,1484.3,66.7,404.2,50.5,415.7,0
63.47,2.006,,13.69,1475.6,49.7,402.5,51.4,360.1,0
59.77,1.923,4.647,12.73,1456.2,58.3,398.7,48.9,428.6,0
78.41,5.331,4.218,14.9,1462.6,45.5,398.0,59.2,169.4,1
70.59,3.6,5.024,11.08,1452.2,63.6,396.5,56.4,442.0,0
97.18,9.347,3.083,20.52,1365.3,62.2,392.8,77.5,57.8,2
79.62,6.218,3.695,16.53,1468.0,50.1,397.2,51.0,92.9,1
67.93,2.312,4.259,12.15,1515.4,50.4,399.0,56.8,377.9,0
62.67,2.166,5.129,13.11,1476.8,48.1,398.9,53.1,432.8,0
75.31,1.674,4.463,8.97,1473.2,51.0,402.9,50.0,375.6,0
97.2,11.315,3.463,21.09,1380.8,77.7,393.8,77.2,55.1,2
70.8,2.393,4.506,12.45,1512.2,66.0,399.6,51.7,422.9,0
75.79,2.775,4.564,11.0,1461.8,49.8,399.4,48.4,349.6,0
63.88,2.186,4.459,11.16,1480.7,47.8,402.8,53.1,386.7,0
60.2,2.249,4.989,15.11,1467.7,63.1,400.9,43.9,486.9,0
68.41,1.863,3.964,12.32,1441.0,52.4,403.1,46.7,435.9,0
98.73,8.299,2.861,18.89,1366.9,32.0,391.3,76.9,0.0,2
88.44,4.804,4.595,17.53,1455.0,46.7,398.2,59.1,179.3,1
72.87,4.708,4.634,13.44,1527.9,55.7,402.4,55.9,415.8,0
73.04,3.161,4.117,11.59,1503.7,52.2,399.9,48.8,395.7,0
60.36,0.476,4.201,14.41,1444.6,45.0,400.8,56.2,422.9,0
65.64,2.975,,11.4,1510.6,64.8,397.9,54.4,384.4,0
98.24,8.904,4.378,22.5,1389.8,71.1,390.9,75.8,111.8,2
58.26,1.763,,10.65,1484.8,56.2,402.8,51.7,425.5,0
71.51,2.316,4.255,10.97,1507.0,54.8,399.4,54.5,368.2,0
68.21,2.456,4.253,10.9,1473.6,46.9,402.2,45.5,418.4,0
63.25,2.981,,10.95,1482.7,58.2,402.5,52.6,464.2,0
63.64,5.544,4.052,16.65,1469.0,47.8,397.4,63.6,137.9,1
62.18,2.106,4.649,11.12,1472.4,64.6,398.8,47.5,382.7,0
77.98,5.01,4.115,16.12,1422.4,44.3,398.2,59.9,109.0,1
67.94,3.21,4.099,10.27,1479.6,63.1,398.3,46.5,350.0,0
71.57,2.998,4.493,13.08,1497.1,56.6,397.4,53.8,378.0,0
76.55,6.621,3.816,15.69,1465.2,46.7,395.9,62.5,121.6,1
76.77,5.703,4.168,14.01,1452.1,36.8,400.9,60.7,155.9,1
85.27,5.854,4.611,17.26,1454.8,41.3,396.8,65.7,95.4,1
63.71,2.99,4.454,11.28,1476.6,48.0,399.6,48.6,411.7,0
81.54,5.874,4.031,13.5,1474.6,42.2,397.1,70.7,239.6,1
73.77,5.871,3.91,14.69,1467.3,62.6,396.3,59.8,146.1,1
66.76,3.51,4.733,10.75,1505.1,55.3,402.3,51.9,351.6,0
64.8,2.245,4.672,11.75,1489.7,86.0,403.1,42.6,379.4,0
77.46,3.283,3.754,11.35,1489.1,69.7,398.7,56.8,413.5,0
62.9,2.421,4.785,13.77,1498.5,56.6,399.7,48.8,420.7,0
98.39,10.458,3.299,20.62,1365.3,53.3,392.6,80.2,35.7,2
67.57,4.063,4.799,13.51,1471.3,60.7,399.7,46.8,387.0,0
64.51,2.918,4.177,9.71,1476.6,61.8,399.2,52.1,360.2,0
64.9,2.95,3.894,10.43,1500.5,56.5,399.2,49.2,450.8,0
80.79,5.849,4.029,17.0,1475.1,72.2,402.0,58.9,73.0,1
56.3,2.417,4.341,12.48,1453.2,78.9,400.2,52.0,368.5,0
70.12,3.132,4.445,8.75,1436.1,54.3,394.5,40.9,402.6,0
84.59,6.212,3.474,14.09,1449.1,73.4,393.7,67.6,76.3,1
66.97,2.671,4.099,12.89,1454.5,63.4,401.6,50.3,353.8,0
66.11,2.714,4.476,12.05,1465.2,32.0,398.2,49.7,365.3,0
69.0,4.09,4.738,12.44,1468.5,61.1,400.2,41.7,454.3,0
79.39,5.447,3.943,,1439.9,46.0,401.1,52.8,160.8,1
76.25,6.848,3.852,15.43,1450.9,49.2,398.5,60.5,196.3,1
94.13,9.021,3.33,18.72,1408.2,66.9,392.6,82.3,12.8,2
75.32,6.25,3.959,16.45,1447.2,49.6,400.9,65.1,195.9,1
69.45,1.925,4.611,11.81,1462.5,56.8,397.0,44.4,403.3,0
66.19,2.263,4.446,11.57,1487.3,45.8,398.4,45.2,426.0,0
73.21,1.492,4.188,13.49,1462.6,62.2,399.2,51.7,388.2,0
87.22,9.937,2.643,20.91,1398.5,71.1,389.1,80.7,0.0,2
67.51,1.579,4.554,10.37,1484.0,60.2,400.6,46.9,353.7,0
67.42,2.737,4.679,9.68,1465.2,39.3,402.1,42.7,480.2,0
66.12,2.06,4.197,11.95,1432.3,62.0,399.3,55.9,340.3,0
70.81,6.131,4.205,18.09,1414.4,59.9,397.0,63.8,129.6,1
62.77,2.485,4.773,12.53,1450.6,59.5,402.7,48.3,432.7,0
63.33,3.86,4.626,10.98,1464.3,47.4,403.7,43.6,397.3,0
59.69,1.628,4.257,12.96,1495.2,45.2,401.9,49.0,391.3,0
82.78,4.715,4.363,16.96,1462.0,68.2,397.9,49.2,178.1,1
70.01,2.336,4.058,12.15,1460.5,53.2,402.8,46.8,446.1,0
63.54,3.021,4.51,12.1,1493.2,61.8,400.5,46.2,405.1,0
65.92,2.827,4.206,13.02,1474.5,40.0,403.9,45.6,412.4,0
65.95,2.809,4.929,10.7,1479.6,49.9,401.5,40.2,372.7,0
81.25,5.715,4.292,14.6,1451.7,58.0,400.6,55.2,144.2,1
66.42,3.105,4.883,9.83,1454.6,37.4,399.5,56.1,399.3,0
57.76,2.128,4.233,13.33,1510.7,56.0,400.5,47.3,400.9,0
70.74,2.811,4.899,10.52,1500.5,57.5,401.3,45.5,343.6,0
65.97,1.261,4.272,12.03,1463.3,43.3,400.9,50.6,391.5,0
70.03,5.264,4.578,14.54,1500.0,66.2,395.8,63.8,131.3,1
67.54,2.505,3.861,12.87,1455.6,62.2,407.1,52.2,421.2,0
99.48,9.201,3.346,16.94,1411.0,57.8,395.2,78.4,21.9,2
72.02,6.047,3.964,15.66,1443.5,63.3,397.2,56.2,122.6,1
70.22,2.026,4.637,10.66,1489.5,40.0,399.6,47.8,384.5,0
75.85,5.347,4.228,13.86,1439.8,47.0,398.1,65.9,131.0,1
84.82,5.89,4.231,,1468.5,54.4,395.0,61.3,131.7,1
65.7,2.879,4.949,,1505.8,60.8,402.5,44.5,432.4,0
64.86,2.071,,11.21,1507.3,52.5,403.5,50.3,387.1,0
77.89,4.689,4.17,13.89,1429.1,55.0,394.9,59.4,137.3,1
66.2,2.446,4.462,13.72,1514.1,44.0,397.9,44.5,375.0,0
60.92,2.264,4.586,12.57,1492.1,65.9,397.1,46.1,424.9,0
91.16,9.43,3.118,18.87,1402.4,69.2,392.2,76.9,67.7,2
74.41,2.897,4.363,14.29,1436.2,47.0,401.7,53.4,407.1,0
70.15,6.598,4.001,14.62,1457.4,77.5,396.1,61.6,163.4,1
70.43,2.503,4.675,7.24,1455.7,67.0,397.1,46.5,388.0,0
82.39,5.913,4.128,14.68,1451.4,58.4,402.2,59.6,125.4,1
80.45,5.151,3.714,14.99,1456.8,63.1,395.0,60.9,183.1,1
91.66,10.328,3.214,22.16,1399.5,60.6,390.5,82.8,65.7,2
73.31,2.326,4.764,9.27,1504.5,37.5,401.6,45.3,431.3,0
77.65,5.755,3.963,15.77,1408.2,40.5,395.8,60.8,177.2,1
93.16,9.038,2.925,22.38,1335.2,58.4,393.6,69.4,53.2,2
66.34,0.779,4.645,11.43,1506.4,46.9,396.1,45.7,389.3,0
64.56,0.924,4.179,11.08,1458.9,53.2,400.5,39.8,402.8,0
69.08,1.684,4.904,8.65,1467.7,28.8,397.2,47.7,366.8,0
68.24,2.904,4.205,7.74,1490.8,46.1,398.0,51.1,352.8,0
88.38,3.663,3.765,12.63,1428.6,59.3,396.7,64.1,162.1,1
74.42,2.836,4.441,9.92,1502.4,51.6,402.0,46.7,352.4,0
68.99,5.994,3.998,15.57,1457.5,47.6,398.3,58.8,169.2,1
68.59,2.283,4.47,12.52,1481.8,60.0,399.6,47.3,391.7,0
74.42,5.939,4.614,14.62,1462.8,50.4,398.4,62.0,189.2,1
93.17,9.666,3.462,18.55,1390.9,54.3,388.0,84.3,45.5,2
70.39,2.081,4.324,9.58,1476.6,77.0,400.9,42.2,416.1,0
67.3,1.023,4.027,12.77,1466.0,35.6,402.6,49.6,395.2,0
62.86,3.463,4.666,8.99,1500.7,46.0,404.1,52.5,353.8,0
70.04,5.652,3.639,11.92,1413.1,30.9,399.5,61.4,109.7,1
92.22,8.216,3.461,22.01,1411.9,51.3,390.4,80.4,15.3,2
57.19,3.187,4.567,14.18,1485.5,57.2,402.4,49.8,486.3,0
67.69,3.338,4.318,14.05,1480.7,43.6,399.1,49.1,411.7,0
67.73,3.001,,12.05,1506.7,62.0,399.9,51.2,410.8,0
72.65,2.265,4.774,13.02,1469.2,68.2,405.9,47.1,456.4,0
73.0,6.179,4.319,14.54,1463.9,45.5,395.9,57.1,145.5,1
91.32,8.797,3.269,19.32,1363.3,70.7,392.4,75.0,101.5,2
66.89,2.271,4.564,12.69,1484.8,56.7,397.7,48.6,388.0,0
75.21,3.476,4.065,16.94,1441.0,64.7,398.0,57.4,95.9,1
98.89,9.656,3.554,19.56,1404.1,73.3,395.5,88.0,19.3,2
77.4,6.726,3.705,16.39,1429.3,72.3,395.3,59.2,177.1,1
74.27,1.819,3.835,10.65,1449.9,58.4,401.3,52.5,383.8,0
68.67,1.215,4.588,12.75,1478.8,60.3,401.3,50.0,395.8,0
64.68,3.072,4.522,10.9,1483.0,46.8,400.4,47.3,422.8,0
59.93,1.249,4.818,13.05,1493.1,64.3,398.7,53.4,355.7,0
72.8,6.814,4.208,15.86,1454.0,68.6,397.2,53.1,136.3,1
74.62,5.342,4.206,15.97,1431.2,66.5,396.8,65.1,135.5,1
71.39,2.796,4.599,10.59,1472.5,65.6,399.1,43.3,406.4,0
